agglosID,x,y,CentreLon,CentreLat,agglosName,ISO3
7804,2.489,8.035,2.49623256921876,8.03270428613278,Save,BEN
7805,-0.826,9.619,-0.827176702968752,9.62625741117181,Savelugu,GHA
7806,31.828,30.686,31.8410536185155,30.6953962351173,Sawada,EGY
7807,30.784,28.087,30.7718200903515,28.0993261068749,Sawada,EGY
7808,36.915,6.326,36.8813024408203,6.30008741250001,Sawula,ETH
7809,2.36,13.101,2.36948003269533,13.0982533633594,Say,NER
7810,30.491,29.4,30.4601693277734,29.4077123845313,Saydna al-Khudar,EGY
7811,9.125,35.23,9.12948989234371,35.2276708076564,Sbeitla,TUN
7813,31.501,-25.69,31.5073312521484,-25.6777161772264,Schoemansdal,ZAF
7814,29.989,-24.756,30.0100412347657,-24.755796556211,Schoonoord,ZAF
7815,-5.521,6.326,-5.52240353066405,6.32749254667969,Scierie Jacob,CIV
7817,1.821,6.515,1.82627840542968,6.51018917742188,Se,BEN
7818,28.695,-25.02,28.6817299201953,-25.0034781539844,Seabe,ZAF
7819,29.696,-23.765,29.6956989939063,-23.774672570625,Sebayeng,ZAF
