agglosID,Agglomeration_Name,ISO3,x,y,Population_2015,ESA_LC_Open_green,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020
5203,Lakota,CIV,-5.681,5.855,25668,0.286434205,16.52889,13.71413,21.29517,21.60172,23.25298,22.79905,23.70265,22.20692,20.65227,23.64445,26.41761,23.32945,19.89202,23.25765,22.35205,18.9717,17.4292,25.02658,20.34718,20.19856,19.47507,18.54392,19.56169
5204,Lalibela,ETH,39.053,12.025,27200,0.17833757,14.12423,14.08314,25.09021,26.2834,28.61129,28.55776,29.56056,28.0138,28.2128,29.90992,28.079,28.16143,30.10436,31.92191,31.72672,31.82715,29.6901,33.59815,31.44995,33.24119,30.4485,31.02378,31.76145
5205,Lalibela,ETH,36.939,11.534,12241,0.090535524,10.92601,8.909286,13.97334,18.40487,20.36746,19.6194,18.92636,19.50656,18.40055,20.48046,18.24765,19.31039,20.54774,21.31618,19.95654,21.11348,18.20065,22.379,20.75417,21.92216,20.12643,19.30344,21.02163
5208,Lama-Bou,TGO,1.194,9.65,16094,0.845412782,47.06599,37.63103,52.27842,44.70673,47.84772,40.09317,50.98724,43.44339,43.16392,55.16433,55.56716,43.83596,37.87635,43.41706,42.25917,35.9041,37.68986,51.54338,45.58327,50.12177,40.1841,38.43329,44.1353
5209,Lambaréné,GAB,10.246,-0.702,42408,0.533365557,16.4407,12.60724,20.69657,23.47437,20.35817,19.96581,24.09079,18.60371,17.79274,23.90722,26.09395,20.98493,23.78091,23.89288,23.51518,26.11747,22.19718,25.81213,25.74152,20.46134,23.20318,23.3552,26.67482
5212,Landana,AGO,12.14,-5.235,19112,0.427388306,16.65874,12.77509,16.60692,21.29316,20.62487,16.14072,21.29988,21.0918,17.30896,21.52983,25.03224,20.50961,24.34067,20.90263,22.75644,25.58282,20.71705,23.23576,22.46648,18.5213,22.23718,23.69958,22.66427
5213,Lange,ETH,41.794,9.431,23774,0.246757003,7.808782,9.693358,15.9239,18.20626,19.59334,19.50213,18.35232,16.93596,17.8646,17.52156,17.78111,17.78176,17.99194,19.00191,20.75089,19.9159,17.25925,21.2258,19.63625,21.04935,20.00525,18.25331,19.6225
5214,Langeloop,ZAF,31.631,-25.698,14888,0.336833349,31.93452,25.32082,25.40915,22.77808,20.74369,19.14278,21.18306,22.05635,19.38935,21.84019,20.2664,18.97523,22.26177,18.05632,20.66087,19.40232,18.96807,19.07569,18.56408,17.5728,19.05196,20.77469,15.37223
5215,Langtang,NGA,9.797,9.16,137340,0.307386788,71.39561,53.27899,69.37518,59.90504,62.63451,56.08493,57.23972,60.77697,56.86199,62.53998,66.87815,61.49786,52.65749,57.85818,60.40506,55.01314,59.51131,78.31432,68.85098,73.61324,67.74965,62.65968,59.01033
5216,Lanlante,NGA,3.45,7.593,18643,0.286927551,34.81256,23.71121,35.54623,35.32738,35.67378,35.28056,40.81996,38.28369,34.50695,40.99416,44.0437,32.35531,30.77196,33.47313,31.97407,27.63603,28.23168,37.84737,37.26738,37.41812,34.29313,29.87699,30.5661
5217,Lano,NGA,11.448,10.152,15169,0.045340872,77.49395,62.94401,78.38891,67.62749,82.11816,75.25283,82.30315,86.98392,73.2204,85.36578,86.76772,74.94527,62.38136,66.70236,72.3502,69.8646,76.74352,101.0551,86.42738,89.53518,83.49198,79.23122,81.0603
5218,Lapai,NGA,6.571,9.052,47440,0.155780892,87.53673,59.94372,74.52447,74.69479,73.68611,70.92027,71.86217,63.30156,61.50769,70.5802,79.69623,68.72878,61.18213,68.55228,71.103,63.10001,61.17722,74.46608,77.09539,76.05551,71.039,71.0919,75.86882
5219,Laqana,EGY,30.604,31.022,20632,0.010356031,32.09243,31.5475,34.33026,32.75842,31.99666,35.86029,34.11542,31.29716,36.66407,34.14248,34.23833,36.83767,40.51308,33.68241,36.74786,36.935,35.35007,36.12082,36.3507,36.45494,36.95369,36.9557,32.1611
5220,Laqawa,SDN,29.128,11.408,14870,0.667000899,27.94099,27.35858,26.06902,26.87574,27.26845,30.22589,30.87257,30.91387,28.14966,32.04054,27.9831,32.34716,32.01683,33.34906,30.53101,31.40316,26.61102,29.40024,31.8417,31.33901,28.54472,29.12104,27.10977
5224,Lardjem,DZA,1.544,35.746,19071.75052,0.249586329,10.60057,12.09604,12.91742,13.34034,13.58149,14.35074,14.1346,14.59151,14.61777,14.96609,14.88459,14.4943,14.70551,12.83253,13.1059,12.77037,11.59304,11.78583,11.94184,12.33925,11.36747,11.39486,12.03545
5226,Larteh,GHA,-0.072,5.934,11251,0.481634614,32.20279,25.81827,42.34111,33.20794,32.74329,30.83458,34.51563,30.29793,30.43101,34.04794,41.48005,33.41747,30.90977,32.26726,30.52035,23.90638,26.74086,33.61077,34.02139,32.00033,28.06379,26.60212,29.97911
5227,Las Aanod,SOM,47.362,8.476,43100,0.020011654,30.52109,32.88064,37.44531,32.75561,35.33421,34.08763,30.10446,34.58581,34.80591,30.01715,35.44934,33.04045,28.80931,34.45209,35.59571,35.87371,32.15203,24.3619,29.43239,34.79256,37.31038,33.33055,38.59076
5230,Laska,ETH,36.612,6.291,19680,0.850129042,10.35484,10.45455,19.98379,22.29528,19.5052,20.13808,19.56516,20.74244,20.51492,23.89574,22.0949,21.03268,21.10643,22.94315,21.48649,23.20652,21.23142,23.46247,21.72378,21.25144,20.99549,19.39604,23.51198
5233,Lau,NGA,11.279,9.206,13968,0.084239177,99.25317,72.67017,94.33801,76.30463,81.04308,71.74969,74.20831,75.80806,72.58118,79.63012,80.6432,76.26672,68.95139,74.28797,79.99616,77.75966,77.16246,100.0622,87.3563,84.28162,78.95879,77.32734,79.47346
5234,Laudium,ZAF,28.104,-25.789,30749,0.212565507,56.04202,55.6609,53.38951,52.18197,53.50119,52.05983,55.66858,61.03823,57.47709,58.18877,61.43081,56.88625,66.35677,61.12952,56.55387,55.84182,50.05121,57.54764,56.03776,53.92502,55.4717,53.36532,54.75486
5235,Lawley,ZAF,27.809,-26.384,28429,0.074667934,47.14365,46.09242,46.38188,49.33326,46.43289,47.12834,47.37841,47.89664,47.07747,46.46272,50.32088,47.38929,50.76915,47.41009,42.61263,39.11214,38.22806,38.86214,37.60958,39.14378,38.40398,38.08865,38.11668
5236,Le Kef,TUN,8.701,36.164,55956.5126,0.09261372,15.83219,19.50639,20.16244,20.0929,21.14014,20.52502,19.62171,21.07289,20.55647,21.64523,20.15102,21.28246,20.91408,18.92326,18.9052,18.24692,19.87764,19.48897,19.93144,18.13519,19.23689,18.02384,16.9224
5238,Lebaleng,ZAF,25.981,-27.322,14023,0.365592343,23.00568,23.73478,21.69505,24.33451,23.41625,25.46929,24.42922,27.40006,23.31316,25.17404,26.39827,24.98649,29.04546,24.08208,25.29386,24.47852,22.82313,24.84216,24.19568,24.7819,24.62046,24.1684,23.655639999999998
5239,Lebogang,ZAF,28.92,-26.375,29786,0.168907359,39.57067,35.94806,38.63813,36.84668,38.09571,37.89555,39.58356,40.72654,39.71375,41.17394,42.82741,41.03703,46.01111,41.17128,39.84416,36.84,35.6965,35.01185,32.61687,33.85776,33.63517,33.44858,32.31405
5240,Lebowakgomo,ZAF,29.462,-24.323,19106,0.154012879,15.44021,13.87862,17.58468,20.04408,18.37672,17.00881,17.81938,17.71157,15.41257,18.25614,18.26323,16.42039,20.80501,16.27894,19.6622,17.18687,16.77056,18.59482,17.91074,16.95022,16.09173,17.39876,15.50742
5244,Leeufontein,ZAF,29.413,-24.955,18953,0.143504708,29.21857,24.72926,27.28068,27.74305,25.02112,23.54324,25.75858,25.41353,24.84554,27.8714,25.29089,24.88362,29.85406,24.16521,28.09252,24.71333,23.027,26.039180000000002,24.03664,25.53781,22.99383,25.21549,22.71972
5245,Lefiso,ZAF,28.861,-24.956,11424,0.359292649,27.10336,23.41078,25.90503,26.24186,23.7369,24.25109,26.29655,24.03808,23.75604,26.27772,25.11215,23.58836,29.15771,23.224240000000002,25.31491,23.96076,21.95921,26.8261,24.72095,26.33272,23.63987,24.97623,23.07462
5247,Lehulum Selam,ETH,37.172,11.257,11690,0.133455748,9.876608,8.498153,14.17549,18.41683,19.8513,19.32199,18.91425,19.56727,19.02974,20.54486,18.69022,19.08959,21.10449,21.5469,20.54342,22.09127,19.14124,23.14446,21.58015,22.61647,20.58681,19.97714,21.74505
5250,Lekwa,ZAF,29.231,-26.956,69999,0.314450332,37.83912,31.9302,34.75523,33.82391,32.87476,31.86257,34.36714,34.89517,33.62169,35.30143,34.41574,34.15979,36.25634,33.55275,33.70918,30.63597,29.60446,30.15293,27.53943,29.95201,28.86265,30.14727,28.67176
5251,Lemen,ETH,38.606,8.609,14879,0.046113278,8.279963,8.325885,16.19238,21.16337,21.807,21.4032,20.70958,22.52267,22.71412,23.6971,23.83782,23.0402,24.65055,24.8582,24.96857,25.5174,24.04165,27.00764,25.27069,24.88503,23.56585,22.50154,26.3491
5252,Lemnertsville,ZAF,22.744,-29.671,12087,0.187369611,12.15578,15.00505,16.40202,17.94587,19.07085,20.09978,18.08187,19.07147,17.98588,19.86566,19.57444,20.38305,22.13554,18.5954,18.7464,19.4265,17.22271,17.89058,17.79829,19.60347,17.67462,20.08683,18.32999
5253,Lemo Genito,ETH,36.818,5.874,13568,0.928120473,8.129682,8.630441,17.54971,19.69687,16.83992,18.25885,17.33821,19.16011,18.67848,21.35596,19.97932,18.71459,19.50964,21.30924,19.48744,21.29969,18.43675,20.30798,19.07095,18.83477,18.85294,17.33523,21.45032
5254,Lenasia,ZAF,27.844,-26.33,130057,0.143723933,52.81693,51.1176,49.73505,52.57581,49.88816,51.16529,51.36074,51.59499,51.29119,50.68148,54.45124,51.60788,56.0786,51.73167,48.03999,45.60635,42.93047,44.40923,43.4776,46.31,45.23674,43.94004,44.28264
5257,Lera,ETH,37.896,7.754,44090,0.555695408,9.298109,9.229351,18.44977,22.91465,22.09533,20.2596,19.83218,20.9276,21.50321,23.52333,22.81752,22.20648,23.05201,24.66375,23.17926,23.26469,22.58984,24.13185,22.61692,21.35045,20.63409,19.54064,23.34657
5260,Leru,NGA,5.886,7.44,11400,0.463582705,58.42658,38.50295,51.77102,51.72728,50.59627,45.73079,47.00457,43.15144,39.41608,44.9261,49.22292,40.71785,38.84749,40.33856,39.0343,36.55936,34.9766,43.86994,43.72891,43.13531,38.78528,39.50067,40.19184
5263,Lessel,NGA,9.02,7.128,49031,0.240668094,58.97793,37.41317,54.30416,45.93374,41.63151,41.26133,42.48576,44.61984,44.83663,46.75888,54.95729,46.49545,39.97978,44.51069,42.07481,41.77731,35.16293,49.88654,48.3885,50.30328,45.44304,42.84048,44.56707
5266,Letlhakane,BWA,25.576,-21.413,25459,0.395631748,28.96562,24.20098,18.71061,21.35268,19.45096,21.9323,18.26697,21.60049,15.36283,18.03729,17.84596,17.37204,21.38469,14.46076,18.5064,17.8237,13.92872,17.79821,15.33661,15.21002,17.0121,15.09477,12.37332
5267,Letsopa,ZAF,25.984,-26.802,13234,0.047492668,23.94563,24.08777,22.42173,24.85312,23.43647,26.61193,23.89923,26.45681,23.56973,25.15418,26.45489,24.20356,26.894,24.49375,24.25421,23.99294,22.7087,24.53578,23.87468,22.6903,24.21741,22.52014,22.00241
5268,Lexeibe,MRT,-13.142,16.227,10502,0.43226499,61.83512,52.89243,55.24575,47.52287,51.69556,50.26829,47.66907,44.15905,44.4389,51.11977,49.83913,44.60316,47.64487,48.34955,53.0744,43.71383,48.30693,56.64737,48.47599,51.89476,46.45019,45.47352,43.47468
5270,Libenge,COD,18.634,3.65,28400,0.624504482,37.74028,36.14959,37.55333,32.75241,33.31839,33.19156,38.92799,32.32832,29.97979,36.46902,38.15171,38.11292,37.28224,39.602290000000004,39.74893,42.30954,37.79836,39.02137,38.59361,38.05609,38.13548,38.56757,38.88678
5271,Libreville,GAB,9.469,0.42,885670,0.428039674,18.00917,13.85282,22.41834,24.35394,21.06622,20.80486,23.27445,18.13158,18.54731,24.43865,25.86959,21.68617,24.15322,24.95795,24.66492,26.46632,22.17846,28.28779,27.23948,22.46145,23.75531,24.02991,26.76103
5272,Liguama,ETH,39.163,10.676,12034,0.090745419,11.27879,11.38299,21.65372,24.60176,26.84243,26.8812,26.93003,26.76376,27.03217,28.28686,27.87373,26.91136,28.42509,29.4121,30.10165,29.15719,27.9402,32.27021,30.14779,32.34619,29.2456,28.8494,30.87482
5273,Likasi,COD,26.757,-10.989,365000,0.161217225,17.41019,15.23815,21.68759,28.20853,26.11526,25.9852,25.04071,27.41244,23.57685,27.25982,27.4623,26.4597,28.96503,24.56823,26.33471,25.42783,25.27755,26.71624,25.98197,22.24184,23.41399,24.59612,24.8427
5274,Likati,COD,23.882,3.366,26000,0.526534385,38.54903,30.81001,33.54473,31.44562,33.37833,31.57049,36.05146,34.07417,30.53766,36.74826,36.61302,38.74035,39.97269,40.89365,40.96999,41.33803,39.3715,40.49644,38.60847,36.21219,33.8561,37.64761,33.73838
5275,Lilongwe,MWI,33.761,-13.982,1124965,0.212992488,14.04471,12.83403,15.08876,24.28767,22.53721,22.09565,21.20007,21.24606,20.85465,24.97278,23.23981,21.46809,22.24921,20.91376,21.09146,21.5116,20.45868,20.97371,18.56424,18.81075,20.40349,21.74021,17.3919
5276,Liman Katagum,NGA,9.777,10.013,10350,0.089845122,73.71996,58.92005,73.6162,63.37967,71.34463,67.00259,69.71669,73.65992,64.57662,74.85877,72.78192,67.19214,58.0431,62.66778,68.61063,60.9276,65.44586,87.41523,75.37984,73.99743,70.58984,61.99849,61.85349
5278,Limu Genet,ETH,36.956,8.076,26221,0.748928291,9.45773,8.829848,17.34298,21.41602,20.98488,19.8802,19.24664,21.42668,21.58836,24.32135,23.08728,22.22481,24.22753,24.76121,22.9607,23.77729,22.29203,24.37743,23.14931,22.36916,21.46364,21.23954,25.30177
5279,Limulunga,ZMB,23.153,-15.136,15301,0.645854126,22.76196,18.43458,20.41269,24.91047,24.08518,24.44098,21.36402,24.29702,22.152,25.33166,25.58103,23.58806,27.16815,23.31516,24.49508,22.10901,20.59855,23.6211,23.24384,21.78712,21.82815,22.01287,18.66606
5282,Lindi,TZA,39.703,-9.988,48515,0.615832188,12.73182,11.53576,12.5833,16.09426,14.13441,14.39679,14.85673,15.16495,15.44991,16.94078,16.80616,15.20931,15.14907,15.08561,15.88993,17.09445,14.08916,14.55541,14.79517,15.05375,15.13624,14.62268,15.35452
5283,Lingelihle,ZAF,25.633,-32.182,29272,0.078891313,12.46416,15.14411,13.26645,15.07597,15.84997,16.77649,14.73385,16.24511,15.517760000000001,16.81415,16.08331,16.57305,19.32819,15.25032,15.78762,16.53954,15.17936,14.99747,14.6192,16.76489,15.85134,16.75546,17.28098
5285,Lingoni,COM,44.41,-12.283,14404,0.842290616,10.5298,9.925217,10.61257,10.56095,10.59278,11.23026,9.873474,11.37704,12.74891,12.81582,12.10954,12.51608,12.57793,11.65107,11.82265,12.35031,10.513,10.68271,11.61807,11.82536,11.25406,11.33286,11.28958
5286,Linguere,SEN,-15.12,15.395,16209,0.37279413,62.37078,51.53509,55.97408,46.31725,51.59646,49.59777,49.57779,44.65388,45.33823,50.26194,53.0762,45.40056,48.37162,48.04435,52.80265,42.68855,47.90774,55.55634,52.90486,52.9738,48.94368,49.3278,46.94999
5287,Lira,UGA,32.903,2.214,179083,0.758335125,17.87567,12.96002,20.82866,26.6875,21.89323,21.67662,22.40825,21.93842,21.10023,24.09169,22.89541,20.03121,23.039,25.01118,24.07928,24.98955,21.55862,22.8222,21.17882,19.52148,19.51125,21.34628,22.37174
5288,Lirangwe UA,MWI,35.018,-15.536,10880,0.313686746,19.38613,15.90319,16.10793,23.20332,22.10083,22.99311,20.72117,22.17589,21.25042,26.38552,23.31745,21.74824,23.40787,21.07219,21.15358,22.35113,20.51797,21.99053,19.65104,19.03456,20.64887,23.05246,17.80821
5289,Lisala,COD,21.516,2.177,122000,0.783314651,34.43751,29.71804,33.93061,30.36627,33.52995,31.1429,37.47488,31.97498,27.74724,32.69493,34.62723,34.95868,36.58268,36.18301,38.71405,41.04972,35.68735,36.12213,35.6299,34.42359,32.65395,36.09248,34.65422
5290,Lissam,NGA,10.057,7.19,46950,0.532286435,61.33435,44.5404,70.72769,56.09631,60.21764,64.72798,64.52883,62.81337,58.78059,57.14184,69.16154,61.33594,50.67934,51.69439,50.87007,55.62798,50.3814,71.48822,64.12222,76.99603,69.85648,67.31229,65.96643
5291,Livingstone,ZMB,25.848,-17.841,161094,0.421824885,17.46907,14.6949,14.22478,19.99057,18.12605,19.52772,16.40883,18.8824,16.83577,19.50934,19.88553,18.17867,21.44056,15.84686,18.17057,17.06417,15.1574,18.82077,17.69395,18.14154,18.95315,16.19739,15.52326
5292,Liwale Mjini,TZA,37.927,-9.803,30722,0.34499359,13.75517,12.15918,15.12949,21.56854,20.30342,19.99081,20.59793,22.91854,21.01475,24.11093,23.04792,21.16537,22.0921,20.86505,20.98044,23.1138,18.21735,19.85722,19.08535,18.39958,20.09996,20.56013,20.84926
5293,Liwonde,MWI,35.214,-15.059,66178,0.414632583,18.98521,15.62224,16.4367,24.13399,22.74382,23.34322,21.70081,22.79358,21.71461,27.15427,24.43351,22.1825,23.9243,21.75962,21.48531,22.62395,20.999,22.23074,19.78098,19.1388,21.37975,23.62603,18.01713
5295,Lobatse,BWA,25.681,-25.211,28515,0.406534081,17.51991,17.92036,16.13554,19.5909,16.37255,19.7508,16.95173,19.14873,15.59684,17.75297,19.23606,19.11926,23.1516,18.46751,19.47792,18.20627,15.30872,18.73907,17.7167,18.14252,18.89689,17.52592,17.1538
5296,Lobito,AGO,13.575,-12.404,510399,0.325676901,21.86127,22.18583,21.34142,23.83781,20.19106,18.06658,20.62736,22.14628,17.78827,21.78018,23.83506,19.53029,23.20787,24.0166,22.89193,20.72453,20.44787,19.32623,20.34661,19.09183,20.37449,20.79275,18.51655
5297,Lobogo Gbédé Comé,BEN,1.9,6.625,21993,0.586006727,29.5346,22.49975,34.87612,29.7805,30.92966,33.52662,35.38429,32.18476,30.57056,35.23922,39.88433,31.39153,27.94736,30.36371,30.49993,23.33878,24.63591,32.62686,31.93908,32.3175,27.08721,24.92947,31.87073
5299,Loburo,NGA,3.419,6.782,269118,0.301639707,41.0885,28.19155,45.12333,39.86532,39.7941,38.23204,42.75204,38.18649,35.79862,39.09929,47.6925,36.0819,36.99997,38.45393,38.13129,30.6426,30.96461,39.04103,40.15356,38.85194,34.25668,31.95046,40.14742
5300,Lodja,COD,23.606,-3.505,138000,0.650141208,45.3076,33.59515,39.09833,42.71884,47.28629,43.26818,48.3469,47.89872,37.96914,41.05891,44.86793,44.11576,48.65562,47.75305,53.38208,55.28684,44.92475,51.21186,41.039,35.95556,37.24768,43.55466,38.92635
5301,Lodwar,KEN,35.608,3.105,83299,0.131955073,13.79145,16.16962,23.65032,23.72641,19.03163,19.7992,19.57725,20.01365,20.78708,23.52391,22.46884,20.00257,21.18546,22.91989,21.6185,22.26074,19.11609,19.36537,19.57677,20.28412,19.24143,19.76528,21.10204
5302,Logiya,ETH,40.968,11.718,23300,0.051238647,27.66209,32.66452,38.82896,34.95818,34.4077,34.95596,36.4687,35.30469,35.13132,36.29233,36.36397,34.48708,35.71163,39.93382,41.28508,40.15924,36.79807,41.73997,37.17787,40.65349,37.14093,37.55195,37.95671
5303,Logonjo,AGO,15.246,-12.909,17425,0.143228092,13.55369,12.66499,15.71964,19.89514,18.08112,19.17767,18.57408,20.90118,16.81469,20.3043,22.29498,20.0627,24.2633,22.50624,21.65841,20.50143,19.26557,19.80472,21.13299,19.27475,19.70961,20.95531,17.29021
5304,Logouale,CIV,-7.552,7.109,12769,0.372134064,20.09863,18.19932,20.08133,21.55679,22.35693,21.9986,23.54242,22.85141,22.73689,26.49894,27.9954,24.69929,20.5905,23.54422,21.7453,19.59453,18.59186,25.93876,22.46135,21.8221,20.53632,19.28496,20.37937
5307,Loko,NGA,7.838,8.003,18257,0.221454429,72.12958,50.07236,69.43442,66.0784,61.98557,61.01051,65.07847,57.90785,54.07631,56.84874,69.15734,58.36638,54.84362,58.5828,55.09536,51.2417,46.94462,60.80353,61.99768,67.4135,59.09249,62.89126,65.51672
5309,Lokoja,NGA,6.728,7.789,333615,0.193460112,55.99358,35.16255,51.95109,47.39466,45.22996,44.55083,48.59254,41.47918,39.65759,43.86076,51.40466,45.30481,43.56284,44.15693,43.49421,36.08176,34.8928,43.91212,45.03064,48.69314,43.47513,45.25115,46.59063
5310,Lokossa,BEN,1.706,6.645,32969,0.385920187,32.28073,25.79767,37.82616,32.07796,34.16422,35.35321,39.00901,35.01243,32.54796,37.7434,43.16431,34.63091,31.6935,32.97939,32.16448,25.54691,25.95746,34.47138,35.41645,36.32466,30.35332,28.5489,34.00073
5312,Lokutu Bandu,COD,23.614,1.141,26800,0.742602791,42.59322,33.65621,37.45499,32.99295,35.53019,35.98215,41.82145,37.89462,32.24601,36.54567,38.46558,39.08738,40.28164,41.55606,44.38279,47.76816,42.13926,43.36315,39.86651,38.02662,35.40061,39.98936,35.38078
5313,Lola,GIN,-8.527,7.801,26579,0.602077564,28.20447,24.83708,23.95242,23.97024,23.00284,22.31198,24.30522,23.82914,23.29182,27.25408,27.68637,26.93024,23.01435,26.92899,23.25296,21.22503,20.96104,27.70896,24.55632,23.44842,22.56459,21.7692,22.94946
5314,Lollo,NGA,3.607,11.65,14000,0.077430852,59.95548,52.41171,64.02164,57.19687,60.46299,50.83154,64.49317,60.54241,58.02785,70.53101,65.0789,53.00539,50.23888,55.42618,54.36014,49.65667,54.62868,73.07005,64.32027,61.94455,56.35451,51.61512,55.41771
5315,Loloma,ZMB,24.34,-13.413,20182,0.743399582,19.51244,15.29544,20.74018,26.109,25.40756,25.15336,22.19402,25.51844,22.57742,26.02065,26.94267,25.14397,28.22257,23.60791,26.02688,24.38224,23.05304,26.32074,25.39807,23.68351,23.40375,25.13754,23.35385
5316,Lomé/Aflao [GHA],GHA,1.155,6.099,84649,0.131690026,32.16247,25.05177,40.1861,31.70398,29.43883,28.93452,31.39961,28.75762,26.79917,32.2289,38.38332,30.6404,27.95433,28.16356,27.20034,22.28271,24.41787,32.08905,30.75376,32.0131,27.6094,26.91839,28.56492
5317,Lomé/Aflao [TGO],TGO,1.157,6.235,1733330,0.236338013,30.64167,23.50975,37.84847,30.56958,28.31142,28.40138,30.27891,27.98088,27.22319,31.32201,36.96749,29.81169,26.99063,27.88615,26.60459,21.50613,23.20838,31.10645,30.14365,30.90558,26.54892,25.23786,27.64897
5318,Lomela,COD,23.358,-2.287,12500,0.565546301,45.00999,34.31773,41.21749,42.61011,46.16304,43.17117,49.67954,46.64179,36.57521,40.19726,44.19143,42.8204,46.14891,48.0852,51.15828,55.00116,46.40438,50.76116,40.75356,36.87959,37.88671,45.01565,38.69924
5319,Long Mountain,MUS,57.575,-20.159,11498,0.588573653,15.99685,14.77972,15.6784,15.84978,15.99145,16.61245,17.09807,18.32859,16.80509,17.01417,16.97544,16.62951,16.72041,16.48204,16.51528,16.49607,15.99481,15.79877,17.39031,16.86569,17.13254,17.16091,15.73736
5320,Lorraine,ZAF,30.416,-24.205,12447,0.261757906,22.45038,19.72875,22.43298,21.93646,18.7214,17.20818,17.40519,19.04266,16.34629,18.9929,19.03413,16.52816,21.17338,16.66963,21.24122,19.0618,17.95299,18.62827,16.03862,16.21524,16.85939,17.96001,15.29973
5321,Louaiz,DZA,4.876,35.668,20809.56753,0.103058697,14.95637,17.11542,18.35813,18.4868,18.73089,18.03339,16.99301,16.2293,17.8872,19.53412,18.9609,18.16631,17.97588,16.89778,16.22493,16.22478,18.11818,17.77094,18.14673,18.47415,17.64095,18.92029,17.0718
5324,Loudima Gare,COG,13.047,-4.162,16402,0.464721917,20.70773,16.59419,20.88223,26.98082,26.21396,21.1032,27.9004,26.30175,22.33354,27.42731,31.96144,27.42875,31.2371,28.15668,29.15047,32.82251,28.04807,29.20914,28.60914,24.06147,28.00917,28.58838,27.9788
5325,Louga,SEN,-16.226,15.618,109250,0.245518299,63.38752,54.65769,57.23049,48.49247,49.49429,46.98381,47.00751,44.4441,41.40094,48.81332,49.88539,43.20851,44.76827,47.99455,53.59752,44.12048,45.85132,55.50172,51.52472,50.90175,45.87337,46.85731,44.31522
5328,Loutélé,COG,13.857,-4.299,22301,0.713308657,26.15624,21.24962,26.04718,32.04929,31.58199,25.71362,32.41133,31.42791,26.6772,31.74929,36.65519,33.26094,36.80383,33.59701,34.15643,38.42574,33.37008,34.68673,34.07271,29.5234,33.62033,33.59382,33.9701
5329,Lovangira,COD,30.351,1.648,12100,0.842607089,30.96087,22.19488,31.55758,36.10693,35.7248,30.42456,34.78724,34.7179,30.4579,35.68749,33.2601,30.23122,32.15139,33.42055,34.53359,35.7869,33.48735,34.92933,33.88699,28.68723,29.53074,31.13354,31.30885
5330,Luambo,COD,26.743,-10.807,39100,0.151725709,19.82713,16.89564,24.51786,30.55096,27.99859,27.68854,26.08446,28.39151,25.02665,28.34724,28.40123,27.08473,29.89199,25.54636,27.03159,26.62766,25.98335,27.24899,26.97294,23.18371,23.91731,26.28314,25.6204
5331,Luanda,AGO,13.385,-8.924,6979211,0.330260373,21.38987,18.40133,19.05473,23.76765,19.93243,16.65653,19.3361,20.61356,16.78514,22.40233,22.67563,20.15145,23.65387,21.5581,22.57794,23.09934,19.87097,20.54573,20.96847,18.59119,18.92254,20.8306,19.06363
5333,Luanshya,ZMB,28.43,-13.147,144798,0.407208363,17.64297,15.50284,21.07267,28.41487,26.52452,25.5834,23.69162,26.17633,23.45697,27.36204,26.19406,26.12401,27.83168,24.24306,26.06213,24.37889,24.76908,26.89396,24.25504,22.84532,22.61371,24.83642,22.76768
5334,Luau,AGO,22.226,-10.707,56818,0.32645591,24.55531,20.34689,25.91313,27.61937,29.18219,29.16951,25.82206,27.88887,25.17625,27.74427,28.86618,27.35428,30.60726,26.85911,27.88865,27.3534,25.85295,28.11933,27.58805,24.02898,24.32059,26.33611,23.00769
5336,Lubango,AGO,13.507,-14.904,615770,0.268353349,12.35253,10.48431,10.5109,14.38774,12.20242,12.06395,11.6675,14.53602,12.04628,14.36386,16.1484,14.2002,15.66415,17.02234,15.50724,13.7979,13.21199,12.81436,13.33661,12.98679,14.50748,13.16652,11.41009
5337,Lubao,COD,25.741,-5.383,49300,0.503308395,42.81517,30.44395,37.89154,38.1375,39.35959,38.94874,40.22995,40.00775,32.35621,35.95771,36.98883,36.48794,41.39132,36.59383,42.27265,43.85588,36.4465,39.57039,35.05692,29.03124,30.41658,35.77958,31.44896
5344,Lubumbashi,COD,27.487,-11.655,2077000,0.146794262,16.52934,14.54877,19.53389,27.74658,25.79849,26.07848,24.82794,27.06387,23.34523,26.55381,26.10178,26.29742,28.77717,24.13986,26.22694,25.08223,26.09038,27.20621,25.90006,23.58391,24.44561,25.55229,25.39225
5345,Lubutu,COD,26.576,-0.729,44900,0.616409816,40.92011,33.17529,40.23074,39.563,41.07272,40.67443,48.07238,45.4109,38.07187,41.16365,41.91737,40.11248,42.76541,45.55671,46.9441,48.69789,43.24723,45.92889,43.00357,39.02436,35.873,40.93662,38.12451
5346,Lubwe,ZMB,29.655,-11.097,11000,0.334617229,24.90743,21.88935,26.86094,30.21976,27.82936,26.32888,25.48378,26.94778,26.06188,28.51515,26.9602,26.02294,28.17635,26.21456,26.33952,25.88443,24.9213,26.85327,25.57182,23.36542,23.54822,25.37517,21.81284
5347,Lucala,AGO,15.242,-9.262,19908,0.264816836,21.59097,18.81764,20.81709,27.98954,23.18954,22.49351,24.6846,27.44919,22.24085,27.52116,26.1499,24.42792,30.36078,24.92924,25.69446,27.5921,23.11569,24.71706,25.71888,22.98294,22.84866,25.00992,21.41747
